 Radio 	 Ic 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,36 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,37 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,38 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,39 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,40 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,41 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,42 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,43 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,44 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,45 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,46 	 10,00 
 0,47 	 10,00 
 0,47 	 10,00 
 0,47 	 10,00 
 0,47 	 10,00 
 0,47 	 10,00 
 0,47 	 10,00 
 0,47 	 10,00 
 0,47 	 10,00 
 0,47 	 10,00 
 0,47 	 10,00 
